theme,prompt,done
感情がタイツの色に出ちゃうシリーズ,"P1: ACTION/PROPS=""man in bright red suit radiating steam"" | TEXT=""激おこ"" P2: ACTION/PROPS=""man in dark blue suit with raindrops"" | TEXT=""どん底"" P3: ACTION/PROPS=""man in pink suit with floating hearts"" | TEXT=""キュン"" P4: ACTION/PROPS=""man in yellow suit sparkling"" | TEXT=""ハッピー"" P5: ACTION/PROPS=""man in purple suit with dark swirls"" | TEXT=""絶望"" P6: ACTION/PROPS=""man in orange suit laughing"" | TEXT=""爆笑"" P7: ACTION/PROPS=""man in green suit looking relaxed"" | TEXT=""癒やし"" P8: ACTION/PROPS=""man in white suit glowing"" | TEXT=""悟り"" P9: ACTION/PROPS=""man in black suit filled with mystery"" | TEXT=""意味深""",
感情がタイツの色に出ちゃうシリーズ,"P1: ACTION/PROPS=""man in light blue suit with ice crystals"" | TEXT=""ガクブル"" P2: ACTION/PROPS=""man in brown suit acting modest"" | TEXT=""地味に嬉しい"" P3: ACTION/PROPS=""man in gold suit looking proud"" | TEXT=""大成功！"" P4: ACTION/PROPS=""man in silver suit looking cool"" | TEXT=""余裕ですの"" P5: ACTION/PROPS=""man in rainbow suit dancing"" | TEXT=""テンション爆上げ"" P6: ACTION/PROPS=""man in grey suit looking bored"" | TEXT=""虚無感"" P7: ACTION/PROPS=""man in magenta suit posing dramatically"" | TEXT=""主役は私"" P8: ACTION/PROPS=""man in turquoise suit feeling fresh"" | TEXT=""リフレッシュ"" P9: ACTION/PROPS=""man in navy suit looking serious"" | TEXT=""真剣勝負""",
感情がタイツの色に出ちゃうシリーズ,"P1: ACTION/PROPS=""man in peach suit looking shy"" | TEXT=""照れますわ"" P2: ACTION/PROPS=""man in lime suit energetic"" | TEXT=""やる気全開！"" P3: ACTION/PROPS=""man in lavender suit feeling dreamy"" | TEXT=""うっとり"" P4: ACTION/PROPS=""man in maroon suit feeling elegant"" | TEXT=""上品に喜びます"" P5: ACTION/PROPS=""man in olive suit feeling calm"" | TEXT=""落ち着き"" P6: ACTION/PROPS=""man in teal suit feeling confident"" | TEXT=""任せておけ"" P7: ACTION/PROPS=""man in coral suit feeling friendly"" | TEXT=""仲良くしましょう"" P8: ACTION/PROPS=""man in emerald suit looking lucky"" | TEXT=""幸運です"" P9: ACTION/PROPS=""man in charcoal suit feeling heavy"" | TEXT=""責任感""",
感情がタイツの色に出ちゃうシリーズ,"P1: ACTION/PROPS=""man in neon green suit looking toxic"" | TEXT=""毒舌モード"" P2: ACTION/PROPS=""man in champagne suit celebrating"" | TEXT=""おめでとうございます"" P3: ACTION/PROPS=""man in sky blue suit feeling free"" | TEXT=""開放感！"" P4: ACTION/PROPS=""man in apricot suit feeling gentle"" | TEXT=""ほっこり"" P5: ACTION/PROPS=""man in ruby suit feeling passionate"" | TEXT=""情熱を込めて"" P6: ACTION/PROPS=""man in sapphire suit feeling intellectual"" | TEXT=""分析中"" P7: ACTION/PROPS=""man in amber suit feeling nostalgic"" | TEXT=""懐かしいね"" P8: ACTION/PROPS=""man in mint suit feeling cool"" | TEXT=""涼しげに"" P9: ACTION/PROPS=""man in violet suit feeling artistic"" | TEXT=""感性の煌めき""",
感情がタイツの色に出ちゃうシリーズ,"P1: ACTION/PROPS=""man in monochrome suit half black half white"" | TEXT=""葛藤中"" P2: ACTION/PROPS=""man in polka dot suit looking confused"" | TEXT=""おたおた"" P3: ACTION/PROPS=""man in striped suit feeling trapped"" | TEXT=""八方塞がり"" P4: ACTION/PROPS=""man in camo suit hiding"" | TEXT=""気付かないで"" P5: ACTION/PROPS=""man in metallic suit shining"" | TEXT=""最強の状態"" P6: ACTION/PROPS=""man in glitter suit sparkling"" | TEXT=""目立ちたがり"" P7: ACTION/PROPS=""man in translucent suit invisible"" | TEXT=""存在感ゼロ"" P8: ACTION/PROPS=""man in glowing suit in the dark"" | TEXT=""注目の的"" P9: ACTION/PROPS=""man in changing color suit"" | TEXT=""気分屋ですの""",
感情がタイツの色に出ちゃうシリーズ,"P1: ACTION/PROPS=""man in pastel suit as soft as cotton candy"" | TEXT=""夢うつつ"" P2: ACTION/PROPS=""man in deep red suit burning"" | TEXT=""不屈の闘志"" P3: ACTION/PROPS=""man in clear suit like water"" | TEXT=""清らかな心"" P4: ACTION/PROPS=""man in earthy suit like a mountain"" | TEXT=""動じません"" P5: ACTION/PROPS=""man in electric suit sparking"" | TEXT=""衝撃的！"" P6: ACTION/PROPS=""man in shadow suit merging floor"" | TEXT=""落ち込み中"" P7: ACTION/PROPS=""man in cloud suit floating"" | TEXT=""ふわふわ"" P8: ACTION/PROPS=""man in diamond suit hard"" | TEXT=""鋼の意志"" P9: ACTION/PROPS=""man in aurora suit waving"" | TEXT=""神秘の微笑み""",
昭和ヒーロー風の古すぎる決めポーズ,"P1: ACTION/PROPS=""man in suit striking a Sentai transformation pose"" | TEXT=""了解です！"" P2: ACTION/PROPS=""man in suit pointing to the sky heroically"" | TEXT=""承知いたしました"" P3: ACTION/PROPS=""man in suit posing with legs wide apart"" | TEXT=""承りました"" P4: ACTION/PROPS=""man in suit doing a martial arts salute"" | TEXT=""お任せください"" P5: ACTION/PROPS=""man in suit with a hand on the hip, laughing"" | TEXT=""ハハハ！任せろ"" P6: ACTION/PROPS=""man in suit striking a pose with explosions in back"" | TEXT=""参上しました！"" P7: ACTION/PROPS=""man in suit doing a classic ""Hen-shin"" pose"" | TEXT=""切り替えていきます"" P8: ACTION/PROPS=""man in suit pointing forward with a wink"" | TEXT=""君に決めた！"" P9: ACTION/PROPS=""man in suit doing a dramatic cape flourish"" | TEXT=""正義は勝つ！""",
昭和ヒーロー風の古すぎる決めポーズ,"P1: ACTION/PROPS=""man in suit posing as if holding a sword"" | TEXT=""一閃！"" P2: ACTION/PROPS=""man in suit doing a high-speed dash pose"" | TEXT=""即座に向かいます"" P3: ACTION/PROPS=""man in suit posing with a shadow cast over eyes"" | TEXT=""覚悟はできている"" P4: ACTION/PROPS=""man in suit doing a flying kick pose"" | TEXT=""突破します！"" P5: ACTION/PROPS=""man in suit striking a lightning strike pose"" | TEXT=""電撃的な承諾"" P6: ACTION/PROPS=""man in suit posing in the sunset"" | TEXT=""また明日会おう"" P7: ACTION/PROPS=""man in suit doing a heroic landing pose"" | TEXT=""お待たせしました"" P8: ACTION/PROPS=""man in suit striking a pose on a pedestal"" | TEXT=""崇めてもいいぞ"" P9: ACTION/PROPS=""man in suit doing a special move pose"" | TEXT=""必殺・了解！""",
昭和ヒーロー風の古すぎる決めポーズ,"P1: ACTION/PROPS=""man in suit striking a pose with a giant mechanical heart"" | TEXT=""心意気ですの"" P2: ACTION/PROPS=""man in suit doing a pose like a vintage anime hero"" | TEXT=""古き良き誠意"" P3: ACTION/PROPS=""man in suit posing with a glowing eyes effect"" | TEXT=""全て見えています"" P4: ACTION/PROPS=""man in suit doing a pose with a peace sign in the dark"" | TEXT=""平和が一番"" P5: ACTION/PROPS=""man in suit striking a pose like a detective"" | TEXT=""謎は解けました"" P6: ACTION/PROPS=""man in suit doing a pose with a thumbs up on a bike"" | TEXT=""風のように承知"" P7: ACTION/PROPS=""man in suit posing as a giant guardian"" | TEXT=""守り抜きます"" P8: ACTION/PROPS=""man in suit striking a pose with a mysterious flower"" | TEXT=""愛と勇気のおじさん"" P9: ACTION/PROPS=""man in suit doing a pose with both arms raised"" | TEXT=""大勝利！""",
昭和ヒーロー風の古すぎる決めポーズ,"P1: ACTION/PROPS=""man in suit posing as a star under a spotlight"" | TEXT=""私が主役です"" P2: ACTION/PROPS=""man in suit striking a pose of ultimate justice"" | TEXT=""正道を往く"" P3: ACTION/PROPS=""man in suit doing a pose as if catching a bullet"" | TEXT=""受け止めました"" P4: ACTION/PROPS=""man in suit striking a pose during a thunderstorm"" | TEXT=""衝撃の了解"" P5: ACTION/PROPS=""man in suit posing with a serious fist to the chest"" | TEXT=""魂で承諾"" P6: ACTION/PROPS=""man in suit doing a pose like an urban legend hero"" | TEXT=""噂の了解"" P7: ACTION/PROPS=""man in suit striking a pose with a shining medal"" | TEXT=""誇りを持って"" P8: ACTION/PROPS=""man in suit doing a pose like a galactic guardian"" | TEXT=""宇宙の調和のために"" P9: ACTION/PROPS=""man in suit striking a pose with a heroic shout"" | TEXT=""届け、この想い！""",
昭和ヒーロー風の古すぎる決めポーズ,"P1: ACTION/PROPS=""man in suit striking a pose with heavy armor pieces"" | TEXT=""完全防備で了解"" P2: ACTION/PROPS=""man in suit doing a pose like a masked avenger"" | TEXT=""匿名で承諾"" P3: ACTION/PROPS=""man in suit posing with a billowing scarf"" | TEXT=""風に吹かれて"" P4: ACTION/PROPS=""man in suit striking a pose with an energy shield"" | TEXT=""鉄壁の了解"" P5: ACTION/PROPS=""man in suit doing a pose like a vintage movie star"" | TEXT=""ダンディに承知"" P6: ACTION/PROPS=""man in suit striking a pose with a majestic eagle"" | TEXT=""誇り高きおじさん"" P7: ACTION/PROPS=""man in suit posing with a legendary weapon"" | TEXT=""一撃で解決"" P8: ACTION/PROPS=""man in suit striking a pose with a map to the future"" | TEXT=""道は開かれた"" P9: ACTION/PROPS=""man in suit doing a pose with a celebratory firework"" | TEXT=""ド派手に了解！""",
昭和ヒーロー風の古すぎる決めポーズ,"P1: ACTION/PROPS=""man in suit striking a pose with a determined gaze"" | TEXT=""目は嘘をつかない"" P2: ACTION/PROPS=""man in suit doing a pose like a secret agent"" | TEXT=""極秘で承知"" P3: ACTION/PROPS=""man in suit posing with a heroic cape made of money"" | TEXT=""資本主義のヒーロー"" P4: ACTION/PROPS=""man in suit striking a pose with a digital blueprint"" | TEXT=""計算通りです"" P5: ACTION/PROPS=""man in suit doing a pose like a martial arts master"" | TEXT=""精神統一"" P6: ACTION/PROPS=""man in suit striking a pose with a celestial globe"" | TEXT=""運命を受け入れる"" P7: ACTION/PROPS=""man in suit posing with a golden microphone"" | TEXT=""高らかに了解！"" P8: ACTION/PROPS=""man in suit striking a pose with a futuristic phone"" | TEXT=""通信完了"" P9: ACTION/PROPS=""man in suit doing a pose with a triumphant roar"" | TEXT=""おじさん、爆誕！""",
欲望に負けて理性が崩壊する瞬間,"P1: ACTION/PROPS=""man in suit drooling at a huge steak"" | TEXT=""食らいつく！"" P2: ACTION/PROPS=""man in suit surrounded by many shopping bags"" | TEXT=""大人買い！"" P3: ACTION/PROPS=""man in suit hugging a giant money bill"" | TEXT=""金の亡者"" P4: ACTION/PROPS=""man in suit eyes turning into dollar signs"" | TEXT=""欲望の塊"" P5: ACTION/PROPS=""man in suit diving into a pool of chocolate"" | TEXT=""甘い誘惑"" P6: ACTION/PROPS=""man in suit franticly grabbing limited items"" | TEXT=""早い者勝ち！"" P7: ACTION/PROPS=""man in suit crying while hugging a new gadget"" | TEXT=""欲しかったんだ"" P8: ACTION/PROPS=""man in suit ignoring everything to eat ramen"" | TEXT=""本能のままに"" P9: ACTION/PROPS=""man in suit laughing madly with treasures"" | TEXT=""私のものだ！""",
欲望に負けて理性が崩壊する瞬間,"P1: ACTION/PROPS=""man in suit looking at a jewelry store longingly"" | TEXT=""キラキラしてる…"" P2: ACTION/PROPS=""man in suit smelling fresh bread like a drug"" | TEXT=""抗えない香り"" P3: ACTION/PROPS=""man in suit holding ten ice cream cones"" | TEXT=""全部食べます"" P4: ACTION/PROPS=""man in suit sleeping on a pile of luxury goods"" | TEXT=""幸福の眠り"" P5: ACTION/PROPS=""man in suit looking at a discount tag with intensity"" | TEXT=""安さは正義"" P6: ACTION/PROPS=""man in suit reaching out to a forbidden switch"" | TEXT=""押さずにはいられない"" P7: ACTION/PROPS=""man in suit buried in plush toys"" | TEXT=""癒やされたい"" P8: ACTION/PROPS=""man in suit dancing with a bottle of champagne"" | TEXT=""贅沢ざんまい"" P9: ACTION/PROPS=""man in suit looking at a sleek car in despair"" | TEXT=""ローン組んじゃう？""",
欲望に負けて理性が崩壊する瞬間,"P1: ACTION/PROPS=""man in suit eating a bowl of rice like crazy"" | TEXT=""米こそ命"" P2: ACTION/PROPS=""man in suit hugging a huge pillow with a face"" | TEXT=""愛に飢えてる"" P3: ACTION/PROPS=""man in suit swimming in a sea of coffee beans"" | TEXT=""目覚めたい"" P4: ACTION/PROPS=""man in suit looking at a rare sneaker through glass"" | TEXT=""芸術品ですの"" P5: ACTION/PROPS=""man in suit eating a whole cake by hand"" | TEXT=""罪の味"" P6: ACTION/PROPS=""man in suit holding a lottery ticket with shaking hands"" | TEXT=""夢を見させて"" P7: ACTION/PROPS=""man in suit looking at a video game console longingly"" | TEXT=""時間が欲しい"" P8: ACTION/PROPS=""man in suit smelling a leather jacket deeply"" | TEXT=""大人の香り"" P9: ACTION/PROPS=""man in suit losing control in a toy store"" | TEXT=""子供に戻る瞬間""",
欲望に負けて理性が崩壊する瞬間,"P1: ACTION/PROPS=""man in suit reaching for a snack late at night"" | TEXT=""深夜の誘惑"" P2: ACTION/PROPS=""man in suit looking at a high-end watch in awe"" | TEXT=""時を刻む贅沢"" P3: ACTION/PROPS=""man in suit holding too many arcade tickets"" | TEXT=""止まらない情熱"" P4: ACTION/PROPS=""man in suit eyes locked on a juicy burger"" | TEXT=""脳が震える"" P5: ACTION/PROPS=""man in suit staring at the last piece of pizza"" | TEXT=""譲れません"" P6: ACTION/PROPS=""man in suit ignoring a diet book"" | TEXT=""明日から本気出す"" P7: ACTION/PROPS=""man in suit hugging a giant bag of candy"" | TEXT=""独り占め"" P8: ACTION/PROPS=""man in suit watching a slow-motion pour of syrup"" | TEXT=""溺れたい"" P9: ACTION/PROPS=""man in suit reaching for a mystery box"" | TEXT=""中身が気になる！""",
欲望に負けて理性が崩壊する瞬間,"P1: ACTION/PROPS=""man in suit looking at a first-class airplane ticket"" | TEXT=""飛び立ちたい"" P2: ACTION/PROPS=""man in suit smelling an expensive perfume"" | TEXT=""天国の香り"" P3: ACTION/PROPS=""man in suit buried in colorful fancy clothes"" | TEXT=""お洒落番長"" P4: ACTION/PROPS=""man in suit staring at a mountain of fried chicken"" | TEXT=""茶色は正義"" P5: ACTION/PROPS=""man in suit looking at a shiny golden bar"" | TEXT=""ズッシリ重い"" P6: ACTION/PROPS=""man in suit smelling the air of a luxury hotel"" | TEXT=""これが成功の味か"" P7: ACTION/PROPS=""man in suit holding a smartphone with multiple apps open"" | TEXT=""情報過多でも欲しい"" P8: ACTION/PROPS=""man in suit looking at a massage chair longingly"" | TEXT=""天国への階段"" P9: ACTION/PROPS=""man in suit staring at a fountain of soda"" | TEXT=""シュワシュワしたい""",
欲望に負けて理性が崩壊する瞬間,"P1: ACTION/PROPS=""man in suit reaching for a glowing limited edition item"" | TEXT=""伝説を手に入れる"" P2: ACTION/PROPS=""man in suit holding a giant donut as a steering wheel"" | TEXT=""甘いドライブ"" P3: ACTION/PROPS=""man in suit smelling fresh ink on a new book"" | TEXT=""知の欲望"" P4: ACTION/PROPS=""man in suit staring at a buffet table in shock"" | TEXT=""全部、私の領域"" P5: ACTION/PROPS=""man in suit hugging a giant water bottle"" | TEXT=""渇きを癒して"" P6: ACTION/PROPS=""man in suit reaching for a high-spec PC"" | TEXT=""加速したい"" P7: ACTION/PROPS=""man in suit looking at a vintage camera longingly"" | TEXT=""切り取りたい、一瞬を"" P8: ACTION/PROPS=""man in suit staring at a soft bed in a store"" | TEXT=""一生寝てたい"" P9: ACTION/PROPS=""man in suit reaching for the stars (literally shopping for space)"" | TEXT=""欲望は無限大""",
無駄にキレのある丁寧な暮らし,"P1: ACTION/PROPS=""man in suit elegantly brewing drip coffee"" | TEXT=""至福の一杯"" P2: ACTION/PROPS=""man in suit vacuuming with a magnificent pose"" | TEXT=""塵一つ残さない"" P3: ACTION/PROPS=""man in suit gracefully arranging flowers"" | TEXT=""心が整う"" P4: ACTION/PROPS=""man in suit wiping a window with high speed"" | TEXT=""ピカピカですよ"" P5: ACTION/PROPS=""man in suit reading a book with a dramatic posture"" | TEXT=""読書の秋"" P6: ACTION/PROPS=""man in suit ironing a shirt with focus"" | TEXT=""シワは許さない"" P7: ACTION/PROPS=""man in suit seasoning food with a flourish"" | TEXT=""隠し味は愛情"" P8: ACTION/PROPS=""man in suit folding laundry with precision"" | TEXT=""几帳面ですから"" P9: ACTION/PROPS=""man in suit meditating in a garden"" | TEXT=""整いました""",
無駄にキレのある丁寧な暮らし,"P1: ACTION/PROPS=""man in suit elegantly baking bread"" | TEXT=""香ばしい朝"" P2: ACTION/PROPS=""man in suit polishing shoes with intensity"" | TEXT=""鏡面仕上げ"" P3: ACTION/PROPS=""man in suit watering plants dramatically"" | TEXT=""潤いをどうぞ"" P4: ACTION/PROPS=""man in suit calligraphy with a full-body movement"" | TEXT=""渾身の一筆"" P5: ACTION/PROPS=""man in suit organizing a drawer with Zen focus"" | TEXT=""無の境地"" P6: ACTION/PROPS=""man in suit setting a table like a five-star waiter"" | TEXT=""準備完了"" P7: ACTION/PROPS=""man in suit choosing an outfit with extreme seriousness"" | TEXT=""今日の勝負服"" P8: ACTION/PROPS=""man in suit sweeping the porch with a dance-like rhythm"" | TEXT=""清々しいね"" P9: ACTION/PROPS=""man in suit enjoying a tea ceremony pose"" | TEXT=""結構なお点前で""",
無駄にキレのある丁寧な暮らし,"P1: ACTION/PROPS=""man in suit elegantly dusting a shelf"" | TEXT=""埃を許しません"" P2: ACTION/PROPS=""man in suit preparing a bento box with artistic flair"" | TEXT=""彩り豊かに"" P3: ACTION/PROPS=""man in suit smelling a candle with an ecstatic face"" | TEXT=""香りに癒されて"" P4: ACTION/PROPS=""man in suit writing a journal with a feather pen"" | TEXT=""今日に感謝"" P5: ACTION/PROPS=""man in suit hanging laundry with sharp coordination"" | TEXT=""お日様の香り"" P6: ACTION/PROPS=""man in suit washing dishes with sparkling precision"" | TEXT=""水も滴るおじさん"" P7: ACTION/PROPS=""man in suit stretching in the morning light"" | TEXT=""目覚めスッキリ"" P8: ACTION/PROPS=""man in suit choosing coffee beans with a loupe"" | TEXT=""究極の選定"" P9: ACTION/PROPS=""man in suit enjoying a bubble bath elegantly"" | TEXT=""優雅なひととき""",
無駄にキレのある丁寧な暮らし,"P1: ACTION/PROPS=""man in suit kneading dough with passion"" | TEXT=""粘り強く"" P2: ACTION/PROPS=""man in suit sharpening a kitchen knife intensely"" | TEXT=""キレキレです"" P3: ACTION/PROPS=""man in suit organizing books by color"" | TEXT=""視覚的調和"" P4: ACTION/PROPS=""man in suit tying shoe laces with a heroic pose"" | TEXT=""一歩踏み出す"" P5: ACTION/PROPS=""man in suit checking the expiration dates with a magnifying glass"" | TEXT=""鮮度第一"" P6: ACTION/PROPS=""man in suit making a bed with military precision"" | TEXT=""快眠を約束"" P7: ACTION/PROPS=""man in suit trimming a bonsai tree"" | TEXT=""無駄を削ぎ落とす"" P8: ACTION/PROPS=""man in suit making high-quality ice cubes"" | TEXT=""氷の世界"" P9: ACTION/PROPS=""man in suit listening to classical music with closed eyes"" | TEXT=""至高の旋律""",
無駄にキレのある丁寧な暮らし,"P1: ACTION/PROPS=""man in suit using a silk cloth to polish a smartphone"" | TEXT=""指紋ゼロ"" P2: ACTION/PROPS=""man in suit decanting wine with a professional look"" | TEXT=""熟成の極み"" P3: ACTION/PROPS=""man in suit sorting trash with deep concentration"" | TEXT=""地球に優しく"" P4: ACTION/PROPS=""man in suit folding an origami crane perfectly"" | TEXT=""祈りを込めて"" P5: ACTION/PROPS=""man in suit polishing a door knob until it glows"" | TEXT=""福を呼び込む"" P6: ACTION/PROPS=""man in suit making fresh pasta from scratch"" | TEXT=""手打ちの味"" P7: ACTION/PROPS=""man in suit using a lint roller on the suit"" | TEXT=""身だしなみチェック"" P8: ACTION/PROPS=""man in suit drinking mineral water strictly"" | TEXT=""身体の浄化"" P9: ACTION/PROPS=""man in suit looking at a sunrise with hands behind back"" | TEXT=""良き日の始まり""",
無駄にキレのある丁寧な暮らし,"P1: ACTION/PROPS=""man in suit elegantly peeling an apple in one go"" | TEXT=""職人技"" P2: ACTION/PROPS=""man in suit folding a silk handkerchief"" | TEXT=""紳士の嗜み"" P3: ACTION/PROPS=""man in suit organizing digital folders"" | TEXT=""整理の極み"" P4: ACTION/PROPS=""man in suit cleaning a pair of glasses with focus"" | TEXT=""視界良好"" P5: ACTION/PROPS=""man in suit arranging shoes in the entrance"" | TEXT=""お帰りを待つ心"" P6: ACTION/PROPS=""man in suit checking the weather forecast seriously"" | TEXT=""備えあれば憂いなし"" P7: ACTION/PROPS=""man in suit using a fountain pen to write a card"" | TEXT=""心を込めて"" P8: ACTION/PROPS=""man in suit making a perfectly round rice ball"" | TEXT=""おむすびの魂"" P9: ACTION/PROPS=""man in suit enjoying the scent of fresh rain"" | TEXT=""自然の恵み""",
物理法則を無視した人間離れな土下座,"P1: ACTION/PROPS=""man in suit bent backwards in impossible dogeza"" | TEXT=""逆土下座"" P2: ACTION/PROPS=""man in suit floating in mid-air in dogeza"" | TEXT=""空中土下座"" P3: ACTION/PROPS=""man in suit stretched out intensely long"" | TEXT=""土下座スライディング"" P4: ACTION/PROPS=""man in suit rotated 360 degrees in dogeza"" | TEXT=""全方位謝罪"" P5: ACTION/PROPS=""man in suit head buried deep into floor"" | TEXT=""穴があったら入りたい"" P6: ACTION/PROPS=""man in suit standing on hands in dogeza"" | TEXT=""逆立ち土下座"" P7: ACTION/PROPS=""man in suit folded into a tiny cube"" | TEXT=""身を縮めて謝ります"" P8: ACTION/PROPS=""man in suit limbs tangled in apology"" | TEXT=""平謝り"" P9: ACTION/PROPS=""man in suit splitting into ghostly images in dogeza"" | TEXT=""分身土下座""",
物理法則を無視した人間離れな土下座,"P1: ACTION/PROPS=""man in suit dogeza at 90 degrees on a wall"" | TEXT=""壁面土下座"" P2: ACTION/PROPS=""man in suit spinning like a drill in dogeza"" | TEXT=""回転謝罪"" P3: ACTION/PROPS=""man in suit dogeza on a single finger"" | TEXT=""指一本の誠意"" P4: ACTION/PROPS=""man in suit growing giant in dogeza"" | TEXT=""巨大な謝罪"" P5: ACTION/PROPS=""man in suit shrinking tiny in dogeza"" | TEXT=""微力ながらお詫び"" P6: ACTION/PROPS=""man in suit dogeza with body transparent"" | TEXT=""影の薄い謝罪"" P7: ACTION/PROPS=""man in suit dogeza on the ceiling"" | TEXT=""天井からの誠意"" P8: ACTION/PROPS=""man in suit dogeza while running"" | TEXT=""走りながらお詫び"" P9: ACTION/PROPS=""man in suit dogeza in zero gravity"" | TEXT=""宇宙規模の申し訳なさ""",
物理法則を無視した人間離れな土下座,"P1: ACTION/PROPS=""man in suit dogeza through a solid door"" | TEXT=""壁を越えた謝罪"" P2: ACTION/PROPS=""man in suit multi-armed dogeza like a deity"" | TEXT=""千手土下座"" P3: ACTION/PROPS=""man in suit dogeza while surfing on a wave"" | TEXT=""波乱のお詫び"" P4: ACTION/PROPS=""man in suit dogeza that creates a crater"" | TEXT=""重厚な謝罪"" P5: ACTION/PROPS=""man in suit dogeza while being on fire"" | TEXT=""燃える誠意"" P6: ACTION/PROPS=""man in suit dogeza while being frozen"" | TEXT=""凍えるお詫び"" P7: ACTION/PROPS=""man in suit dogeza that glows with divine light"" | TEXT=""神秘的な謝罪"" P8: ACTION/PROPS=""man in suit dogeza with pixelated glitch effect"" | TEXT=""デジタル土下座"" P9: ACTION/PROPS=""man in suit dogeza that leaves an afterimage"" | TEXT=""高速謝罪""",
物理法則を無視した人間離れな土下座,"P1: ACTION/PROPS=""man in suit dogeza on a tightrope"" | TEXT=""崖っぷちの謝罪"" P2: ACTION/PROPS=""man in suit dogeza while floating on water"" | TEXT=""水に流して"" P3: ACTION/PROPS=""man in suit dogeza with limbs stretched like spaghetti"" | TEXT=""柔軟な対応"" P4: ACTION/PROPS=""man in suit dogeza while being upside down"" | TEXT=""逆転の謝意"" P5: ACTION/PROPS=""man in suit dogeza that looks like a bridge"" | TEXT=""架け橋となる謝罪"" P6: ACTION/PROPS=""man in suit dogeza that forms a circle"" | TEXT=""円満な解決へ"" P7: ACTION/PROPS=""man in suit dogeza while being invisible"" | TEXT=""気づかれない誠意"" P8: ACTION/PROPS=""man in suit dogeza that creates a black hole"" | TEXT=""吸い込まれるようなお詫び"" P9: ACTION/PROPS=""man in suit dogeza while falling"" | TEXT=""落下する誠意""",
物理法則を無視した人間離れな土下座,"P1: ACTION/PROPS=""man in suit dogeza on the back of a flying bird"" | TEXT=""翼を授かった謝罪"" P2: ACTION/PROPS=""man in suit dogeza while being inside a bubble"" | TEXT=""壊れやすい誠意"" P3: ACTION/PROPS=""man in suit dogeza that looks like a knot"" | TEXT=""結ばれた謝罪"" P4: ACTION/PROPS=""man in suit dogeza while being made of slime"" | TEXT=""トロけるお詫び"" P5: ACTION/PROPS=""man in suit dogeza that turns into a shadow"" | TEXT=""影に潜む謝罪"" P6: ACTION/PROPS=""man in suit dogeza while holding a giant shield"" | TEXT=""守りの謝罪"" P7: ACTION/PROPS=""man in suit dogeza that causes an explosion"" | TEXT=""衝撃の申し訳なさ"" P8: ACTION/PROPS=""man in suit dogeza while playing a violin"" | TEXT=""哀愁の旋律に乗せて"" P9: ACTION/PROPS=""man in suit dogeza that looks like a statue"" | TEXT=""永久不変の謝意""",
物理法則を無視した人間離れな土下座,"P1: ACTION/PROPS=""man in suit dogeza on the hands of a clock"" | TEXT=""時間を巻き戻したい謝罪"" P2: ACTION/PROPS=""man in suit dogeza while being made of light"" | TEXT=""光り輝くお詫び"" P3: ACTION/PROPS=""man in suit dogeza that looks like an origami"" | TEXT=""折り畳まれた誠意"" P4: ACTION/PROPS=""man in suit dogeza while being underwater"" | TEXT=""深い海の底からの謝罪"" P5: ACTION/PROPS=""man in suit dogeza that turns into a tree"" | TEXT=""根深い誠意"" P6: ACTION/PROPS=""man in suit dogeza while being inside a computer screen"" | TEXT=""画面越しのお詫び"" P7: ACTION/PROPS=""man in suit dogeza that looks like a thunderbolt"" | TEXT=""電撃的な謝意"" P8: ACTION/PROPS=""man in suit dogeza while being pulled by a magnet"" | TEXT=""引き寄せられる申し訳なさ"" P9: ACTION/PROPS=""man in suit dogeza that leaves a trail of flowers"" | TEXT=""華やかな謝罪""",
画面の端から無言のひょっこり,"P1: ACTION/PROPS=""man in suit peeking from bottom edge"" | TEXT=""見てますよ"" P2: ACTION/PROPS=""man in suit peeking from right side"" | TEXT=""チラッ"" P3: ACTION/PROPS=""man in suit appearing upside down from top"" | TEXT=""こんにちは"" P4: ACTION/PROPS=""man in suit peeking from behind a door"" | TEXT=""まだかな"" P5: ACTION/PROPS=""man in suit visible from dark corner"" | TEXT=""既読待ち"" P6: ACTION/PROPS=""man in suit looking through small hole"" | TEXT=""覗き見"" P7: ACTION/PROPS=""man in suit emerging from shadows"" | TEXT=""参上"" P8: ACTION/PROPS=""man in suit peeking with blank expression"" | TEXT=""無言の圧力"" P9: ACTION/PROPS=""man in suit zooming in from background"" | TEXT=""だんだん近づく""",
画面の端から無言のひょっこり,"P1: ACTION/PROPS=""man in suit peeking from under a table"" | TEXT=""潜入中"" P2: ACTION/PROPS=""man in suit peeking from behind a flower pot"" | TEXT=""自然を装う"" P3: ACTION/PROPS=""man in suit peeking from a laptop lid"" | TEXT=""作業監視"" P4: ACTION/PROPS=""man in suit peeking through a gap in curtains"" | TEXT=""視線を感じて"" P5: ACTION/PROPS=""man in suit peeking from behind a stack of books"" | TEXT=""勉強中かな？"" P6: ACTION/PROPS=""man in suit peeking from a mailbox"" | TEXT=""届きました？"" P7: ACTION/PROPS=""man in suit peeking from a cereal box"" | TEXT=""おはようございます"" P8: ACTION/PROPS=""man in suit peeking from behind a clock"" | TEXT=""時間の確認"" P9: ACTION/PROPS=""man in suit peeking from a coffee mug"" | TEXT=""ひと休み？""",
